Date,Time,Lat,Lon,Speed m/s,Distance km,RPM 1,Motor Load 1 %,Motor Torque 1 %,Motor Temp 1 C,RPM 2,Motor Load 2 %,Motor Torque 2 %,Motor Temp 2 C,RPM 3,Motor Load 3 %,Motor Torque 3 %,Motor Temp 3 C,RPM 4,Motor Load 4 %,Motor Torque 4 %,Motor Temp 4 C,Depth m,Temp Source 1,Temp 1 C,Temp Source 2,Temp 2 C,Temp Source 3,Temp 3 C,Temp Source 4,Temp 4 C,Pack Current 1 A,Pack Voltage 1 V,Pack Temp 1 C,SOC 1 %,Pack Current 2 A,Pack Voltage 2 V,Pack Temp 2 C,SOC 2 %,Pack Current 3 A,Pack Voltage 3 V,Pack Temp 3 C,SOC 3 %,Pack Current 4 A,Pack Voltage 4 V,Pack Temp 4 C,SOC 4 %
23-02-04,12:28:48,45.560822,-122.705208,0.466523,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:49,45.560818,-122.705208,0.330453,0.000200,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:50,45.560814,-122.705208,0.369330,0.000370,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.130000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:51,45.560810,-122.705208,0.524838,0.000610,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:52,45.560810,-122.705208,0.427646,0.000870,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:53,45.560810,-122.705208,0.311015,0.001040,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:54,45.560810,-122.705208,0.311015,0.001190,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:55,45.560810,-122.705208,0.427646,0.001380,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:56,45.560810,-122.705208,0.427646,0.001610,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:57,45.560810,-122.705208,0.388769,0.001820,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.170000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:58,45.560806,-122.705208,0.252700,0.001980,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:28:59,45.560802,-122.705208,0.272138,0.002110,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:0,45.560799,-122.705208,0.369330,0.002300,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:1,45.560802,-122.705208,0.369330,0.002490,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.100000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:2,45.560799,-122.705208,0.291577,0.002670,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:3,45.560799,-122.705208,0.213823,0.002800,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:4,45.560799,-122.705208,0.213823,0.002800,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:5,45.560795,-122.705208,0.233261,0.002920,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:6,45.560795,-122.705208,0.272138,0.003060,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:7,45.560795,-122.705208,0.000000,0.003060,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:8,45.560795,-122.705208,0.291577,0.003200,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:9,45.560795,-122.705208,0.349892,0.003350,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:10,45.560799,-122.705208,0.544276,0.003600,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:11,45.560799,-122.705208,0.485961,0.003870,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.170000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:12,45.560799,-122.705208,0.408207,0.004090,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.140000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:13,45.560802,-122.705208,0.369330,0.004290,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.150000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-02-04,12:29:14,45.560806,-122.705208,0.349892,0.004480,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.070000,0,18.410000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.130000,16.000000,29,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
