Date,Time,Lat,Lon,Speed m/s,Distance km,RPM 1,Motor Load 1 %,Motor Torque 1 %,Motor Temp 1 C,RPM 2,Motor Load 2 %,Motor Torque 2 %,Motor Temp 2 C,RPM 3,Motor Load 3 %,Motor Torque 3 %,Motor Temp 3 C,RPM 4,Motor Load 4 %,Motor Torque 4 %,Motor Temp 4 C,Depth m,Temp Source 1,Temp 1 C,Temp Source 2,Temp 2 C,Temp Source 3,Temp 3 C,Temp Source 4,Temp 4 C,Pack Current 1 A,Pack Voltage 1 V,Pack Temp 1 C,SOC 1 %,Pack Current 2 A,Pack Voltage 2 V,Pack Temp 2 C,SOC 2 %,Pack Current 3 A,Pack Voltage 3 V,Pack Temp 3 C,SOC 3 %,Pack Current 4 A,Pack Voltage 4 V,Pack Temp 4 C,SOC 4 %
23-04-13,18:23:12,45.448215,-122.647591,0.680345,0.000000,0,0,0,27.600000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.180000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,1.700000,40.290001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:13,45.448227,-122.647591,0.563715,0.000300,0,0,0,27.790001,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.200000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,1.700000,40.290001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:14,45.448227,-122.647591,0.563715,0.000590,0,0,0,27.790001,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.200000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,1.600000,40.290001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:15,45.448227,-122.647591,0.524838,0.000870,0,0,0,27.790001,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.120000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,1.600000,40.290001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:16,45.448227,-122.647591,0.408207,0.001100,0,0,0,27.790001,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.180000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,1.600000,40.259998,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:17,45.448227,-122.647591,0.311015,0.001270,0,0,0,27.889999,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.180000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,-2.500000,40.290001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:18,45.448227,-122.647591,0.291577,0.001430,0,0,0,27.889999,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.150000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,-6.000000,40.310001,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:19,45.448227,-122.647591,0.000000,0.001540,0,0,0,27.889999,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.150000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,-6.300000,40.320000,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:20,45.448227,-122.647591,0.000000,0.001540,0,0,0,27.889999,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.150000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,-6.400000,40.320000,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-04-13,18:23:21,45.448227,-122.647591,0.000000,0.001540,0,0,0,27.889999,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,3.150000,0,13.890000,0,0.000000,0,0.000000,0,0.000000,-6.500000,40.320000,45.000000,85,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
