Date,Time,Lat,Lon,Speed m/s,Distance km,RPM 1,Motor Load 1 %%,Motor Torque 1 %%,Motor Temp 1 C,RPM 2,Motor Load 2 %%,Motor Torque 2 %%,Motor Temp 2 C,RPM 3,Motor Load 3 %%,Motor Torque 3 %%,Motor Temp 3 C,RPM 4,Motor Load 4 %%,Motor Torque 4 %%,Motor Temp 4 C,Depth m,Temp Source 1,Temp 1 C,Temp Source 2,Temp 2 C,Temp Source 3,Temp 3 C,Temp Source 4,Temp 4 C,Pack Current 1 A,Pack Voltage 1 V,Pack Temp 1 C,SOC 1 %%,Pack Current 2 A,Pack Voltage 2 V,Pack Temp 2 C,SOC 2 %%,Pack Current 3 A,Pack Voltage 3 V,Pack Temp 3 C,SOC 3 %%,Pack Current 4 A,Pack Voltage 4 V,Pack Temp 4 C,SOC 4 %%
23-01-10,11:25:1,45.560818,-122.720711,0.233261,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:2,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.119999,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:3,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:4,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.119999,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:5,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:6,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:7,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:8,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:9,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:10,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.790000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:11,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:12,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.119999,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:13,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:14,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:15,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:16,45.560822,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:17,45.560822,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:18,45.560822,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:19,45.560822,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:20,45.560822,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:21,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:22,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:23,45.560818,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:24,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:25,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:26,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:27,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:28,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:29,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:30,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:31,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:32,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:33,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:34,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:35,45.560814,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:36,45.560810,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:37,45.560810,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:38,45.560810,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:39,45.560810,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:40,45.560810,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:41,45.560806,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:42,45.560806,-122.720711,0.000000,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:43,45.560806,-122.720711,0.233261,12.452112,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.800000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:44,45.560802,-122.720711,0.311015,12.452262,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.500000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:45,45.560799,-122.720711,0.233261,12.452392,10,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-4.600000,32.110001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:46,45.560795,-122.720711,0.000000,12.452501,192,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-5.200000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:47,45.560902,-122.720711,0.000000,12.452501,197,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-5.400000,32.099998,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:48,45.560898,-122.720711,0.311015,12.452621,361,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-6.500000,32.090000,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:49,45.560894,-122.720711,0.291577,12.452791,476,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-8.300000,32.060001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:50,45.560890,-122.720711,0.388769,12.452961,482,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-8.400000,32.070000,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:51,45.560890,-122.720711,0.602592,12.453211,491,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-9.200000,32.060001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:52,45.560886,-122.720711,0.758099,12.453590,503,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-8.600000,32.060001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:53,45.560883,-122.720711,0.777538,12.453980,732,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-15.400000,32.020000,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:54,45.560879,-122.720711,1.107991,12.454451,779,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-16.100000,31.980000,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:55,45.560875,-122.720711,1.788337,12.455211,823,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-18.100000,31.980000,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:56,45.560867,-122.720711,2.274297,12.456301,864,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-19.200001,31.950001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:57,45.560860,-122.720711,2.682505,12.457611,878,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-18.799999,31.959999,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:58,45.560856,-122.720711,3.090712,12.459081,880,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-17.900000,31.950001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:25:59,45.560856,-122.720818,3.207342,12.460701,881,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-18.600000,31.950001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
23-01-10,11:26:0,45.560856,-122.720818,3.343412,12.462371,881,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0,0,0,0.000000,0.000000,0,6.810000,0,0.000000,0,0.000000,0,0.000000,-18.100000,31.950001,297.000000,48,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0
